id,pvalue,qvalue,ppde,lsmM75,lsmD75,FC,direction,P1,P2,Descriptions
Ssc.8385.1.A1_at,0.048279271,0.462603818,0.396325512,6.76218331,6.29132461,1.601368698,DOWN,0,1,gb:BF703136  DB_XREF=gi:11988544  DB_XREF=MI-P-E4-abo-a-04-1-UM.s1  CLONE=MI-P-E4-abo-a-04-1-UM  TID=Ssc.7312.1  CNT=1  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.7312  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.7149.3.S1_at,0.048404318,0.462603818,0.395996465,5.32246565,5.00965568,1.367261686,DOWN,0,0,gb:CF180743  DB_XREF=gi:33292519  DB_XREF=815894  TID=Ssc.18048.1  CNT=1  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.18048  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.4628.1.S1_at,0.048412946,0.462603818,0.395973788,5.55048922,5.0119332,1.713530771,DOWN,0,0,gb:CO994615  DB_XREF=gi:51353889  DB_XREF=UMC-pd12_14end-005-e08  TID=Ssc.30590.1  CNT=1  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.30590  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.28010.1.A1_at,0.048436836,0.462603818,0.395911014,3.78011874,2.03790453,5.709972514,DOWN,0,0,gb:BX920255  DB_XREF=gi:41137074  DB_XREF=BX920255  CLONE=scan0003d.b.03  TID=Ssc.25649.1  CNT=3  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.25649  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.21891.1.S1_at,0.048474281,0.462603818,0.395812674,5.22070533,4.73035375,1.632890211,DOWN,1,3,gb:CK454721  DB_XREF=gi:40801935  DB_XREF=915227  TID=Ssc.27486.2  CNT=3  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.27486  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.19581.1.S1_at,0.048498695,0.462603818,0.395748591,5.91309852,5.62229768,1.337498181,DOWN,3,3,gb:CN166913  DB_XREF=gi:46181343  DB_XREF=998998  TID=Ssc.27124.1  CNT=2  FEA=EST  TIER=ConsEnd  STK=2  UG=Ssc.27124  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.2926.1.S1_at,0.048503033,0.462603818,0.395737208,6.52181629,6.23222254,1.335884675,DOWN,0,0,gb:AW436082  DB_XREF=gi:6971388  DB_XREF=75443  TID=Ssc.20835.2  CNT=4  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.20835  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.30238.1.A1_at,0.048863208,0.463886315,0.394794981,3.36331579,1.90223918,4.310597864,DOWN,0,0,"gb:BI345657  DB_XREF=gi:15038946  DB_XREF=374538  TID=Ssc.19197.1  CNT=2  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.19197  UG_TITLE=Transcribed locus, highly similar to NP_115920.1 kin of IRRE like 3 (Drosophila) (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.9637.1.S1_at,0.048880106,0.463886315,0.394750918,7.2906846,6.23670878,2.86903524,DOWN,0,0,gb:BX925337  DB_XREF=gi:41142185  DB_XREF=BX925337  CLONE=scan0024d.d.10  TID=Ssc.25640.1  CNT=2  FEA=EST  TIER=ConsEnd  STK=2  UG=Ssc.25640  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.5054.1.S1_at,0.04922029,0.465484718,0.393866533,5.46544989,4.94115017,1.689275468,DOWN,0,1,gb:CO951441  DB_XREF=gi:51328444  DB_XREF=UMC-pd12fol-007-h07  TID=Ssc.29184.1  CNT=1  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.29184  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.1067.1.S1_at,0.049224981,0.465484718,0.393854374,8.15693411,7.99492097,1.175875692,DOWN,0,0,"gb:NM_214441.1  DB_XREF=gi:47523933  GEN=HYAL1  TID=Ssc.26119.1  CNT=3  FEA=FLmRNA  TIER=FL  STK=2  LL=404698  UG=Ssc.26119  DEF=Sus scrofa hyaluronoglucosaminidase 1 (HYAL1), mRNA.  PROD=hyaluronoglucosaminidase 1  FL=gb:AY497543.1 gb:NM_214441.1  REP_ORG=S. scrofa"
Ssc.2850.1.A1_at,0.049230143,0.465484718,0.393840994,5.98624521,5.79624022,1.209255632,DOWN,0,0,"gb:CB477073  DB_XREF=gi:29283459  DB_XREF=jns15_E03.f  TID=Ssc.2167.2  CNT=7  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.2167  UG_TITLE=Transcribed locus, highly similar to NP_078865.1 leucine zipper domain protein (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.27451.1.A1_at,0.049267957,0.465484718,0.393743019,6.20797148,5.88512581,1.381052197,DOWN,3,3,gb:AW414716  DB_XREF=gi:6942598  DB_XREF=48471  TID=Ssc.17712.1  CNT=2  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.17712  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.1528.2.S1_at,0.049269689,0.465484718,0.393738533,5.02582593,4.57890961,1.563483462,DOWN,3,3,"gb:CB478236  DB_XREF=gi:29284622  DB_XREF=jns32_A10.f  TID=Ssc.19032.1  CNT=9  FEA=EST  TIER=Stack  STK=6  UG=Ssc.19032  UG_TITLE=Transcribed locus, highly similar to NP_054872.2 zinc finger CCCH type domain containing 7 (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.9380.2.S1_a_at,0.049307706,0.465634805,0.393640097,6.63361878,6.02525775,1.837417457,DOWN,0,2,gb:BF712469  DB_XREF=gi:12011944  DB_XREF=MI-P-E4-adc-b-08-1-UM.s1  CLONE=MI-P-E4-adc-b-08-1-UM  TID=Ssc.7400.1  CNT=1  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.7400  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.6192.1.A1_at,0.049464728,0.466390572,0.393234195,7.56906138,7.21111101,1.430394628,DOWN,3,3,"gb:BI402690  DB_XREF=gi:15181751  DB_XREF=MI-P-CP0-nwa-g-04-0-UI.s1  CLONE=MI-P-CP0-nwa-g-04-0-UI  TID=Ssc.12521.1  CNT=1  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.12521  UG_TITLE=Transcribed locus, moderately similar to NP_009131.2 A kinase (PRKA) anchor protein 13 (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.26464.1.A1_at,0.049529471,0.466390572,0.393067147,2.66698995,1.33483963,3.789182589,DOWN,3,3,"gb:CF790342  DB_XREF=gi:37794903  DB_XREF=875456  TID=Ssc.14780.2  CNT=4  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.14780  UG_TITLE=Transcribed locus, highly similar to NP_078989.1 chromosome 15 open reading frame 29 (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.3934.1.S1_at,0.049594634,0.466390572,0.392899197,8.8065921,8.62585411,1.198101224,DOWN,0,0,gb:CK468044  DB_XREF=gi:40839321  DB_XREF=939405  TID=Ssc.24832.1  CNT=2  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.24832  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.4125.1.A1_at,0.049598591,0.466390572,0.392889004,6.08659821,5.44376845,1.901855065,DOWN,1,0,"gb:CK461264  DB_XREF=gi:40832545  DB_XREF=931617  TID=Ssc.15391.3  CNT=1  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.15391  UG_TITLE=Transcribed locus, moderately similar to NP_064627.1 kinesin-like 7 (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.25489.1.S1_at,0.049636668,0.466390572,0.392790957,4.28881195,3.21807729,2.9175221,DOWN,3,3,"gb:BX915732  DB_XREF=gi:41132511  DB_XREF=BX915732  CLONE=scan0027d.j.02  TID=Ssc.9503.3  CNT=7  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.9503  UG_TITLE=Transcribed locus, highly similar to NP_067035.1 HCF-binding transcription factor Zhangfei (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.19388.1.S1_at,0.049653739,0.466390572,0.39274702,3.58275336,2.52112192,2.891083774,DOWN,3,3,gb:CO956539  DB_XREF=gi:51333602  DB_XREF=UMC-pputal6-004-c10  TID=Ssc.30966.1  CNT=3  FEA=EST  TIER=ConsEnd  STK=2  UG=Ssc.30966  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.25132.2.S1_at,0.049839052,0.467370833,0.39227087,5.45231681,4.99234031,1.58403676,DOWN,3,3,gb:BI339919  DB_XREF=gi:15033202  DB_XREF=365037  TID=Ssc.3140.1  CNT=7  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.3140  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.27037.1.A1_at,0.049891382,0.467370833,0.392136678,4.66862055,4.26106589,1.503137605,DOWN,3,3,gb:BP433463  DB_XREF=gi:40423530  DB_XREF=BP433463  CLONE=LNG010071A06  TID=Ssc.29025.1  CNT=3  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.29025  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.1499.1.S1_at,0.049958934,0.467568267,0.391963624,8.23610733,8.07751774,1.171856906,DOWN,3,3,"gb:CK456287  DB_XREF=gi:40803501  DB_XREF=916950  TID=Ssc.4862.1  CNT=11  FEA=EST  TIER=Stack  STK=6  UG=Ssc.4862  UG_TITLE=Transcribed locus, highly similar to NP_640345.1 phosphatidic acid phosphatase type 2c (Rattus norvegicus)  REP_ORG=S. scrofa"
Ssc.3216.2.A1_at,4.83E-06,0.036525447,0.965080716,4.76947885,6.88942096,0.120038577,UP,0,0,gb:CK461605  DB_XREF=gi:40832886  DB_XREF=932344  TID=Ssc.24628.1  CNT=3  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.24628  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.14003.2.S1_at,6.62E-06,0.036525447,0.960677301,8.15910048,9.13654494,0.376271448,UP,3,3,"gb:CN159909  DB_XREF=gi:46174339  DB_XREF=949030  TID=Ssc.16717.1  CNT=40  FEA=EST  TIER=Stack  STK=7  UG=Ssc.16717  UG_TITLE=Transcribed locus, highly similar to NP_005666.2 DiGeorge syndrome critical region gene 6 (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.25441.2.S1_a_at,7.16E-06,0.036525447,0.95950185,5.47799295,6.72293229,0.287958375,UP,3,3,"gb:CA779241  DB_XREF=gi:26017139  DB_XREF=MPL384_8_L07  CLONE=pSPORT1  TID=Ssc.2202.1  CNT=8  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.2202  UG_TITLE=Transcribed locus, highly similar to NP_037520.1 prolactin regulatory element binding (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.29524.1.S1_at,8.68E-06,0.036525447,0.956471697,5.73779294,6.70195038,0.381304336,UP,0,0,"gb:BG895889  DB_XREF=gi:14306130  DB_XREF=359562  TID=Ssc.2316.2  CNT=3  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.2316  UG_TITLE=Transcribed locus, highly similar to NP_115703.2 zinc finger, DHHC domain containing 16 (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.29071.1.A1_at,0.000017,0.03974223,0.944109277,4.60703282,6.0926051,0.226372755,UP,3,3,gb:AJ651513  DB_XREF=gi:49333958  DB_XREF=AJ651513  CLONE=C0005178_I23  TID=Ssc.28577.1  CNT=4  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.28577  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.25441.1.A1_at,0.0000208,0.043763209,0.939795143,6.2750199,7.41304907,0.320449952,UP,3,3,"gb:BG732821  DB_XREF=gi:14019104  DB_XREF=346454  TID=Ssc.23508.1  CNT=8  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.23508  UG_TITLE=Transcribed locus, highly similar to XP_213272.2 similar to RIKEN cDNA 1200007D18 (Rattus norvegicus)  REP_ORG=S. scrofa"
Ssc.4899.1.S1_at,0.0000263,0.045316932,0.934386443,4.33203293,5.69236778,0.256574848,UP,0,0,gb:CO952985  DB_XREF=gi:51329994  DB_XREF=UMC-pfeto1-012-d12  TID=Ssc.29278.1  CNT=1  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.29278  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.12000.1.A1_at,0.000028,0.045316932,0.932867752,5.64576118,6.09360414,0.639005026,UP,1,1,"gb:AY072691.1  DB_XREF=gi:18409588  TID=Ssc.414.1  CNT=1  FEA=mRNA  TIER=ConsEnd  STK=0  LL=396703  UG_GENE=DBP-5  UG=Ssc.414  UG_TITLE=Son3 protein  DEF=Sus scrofa son3 protein mRNA, partial cds.  REP_ORG=S. scrofa"
Ssc.5809.1.A1_at,0.0000357,0.045556183,0.926663549,5.74956102,6.4802145,0.481594175,UP,2,2,"gb:CN032035  DB_XREF=gi:48726571  DB_XREF=UMC-pgvo2-010-b11  TID=Ssc.28029.1  CNT=1  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.28029  UG_TITLE=Transcribed locus, highly similar to NP_958435.1 myotubularin related protein 2 (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.25441.2.S1_at,0.000037,0.045556183,0.925706683,5.61494146,6.7845164,0.310498894,UP,3,3,"gb:CF794177  DB_XREF=gi:37798740  DB_XREF=889660  TID=Ssc.5734.1  CNT=8  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.5734  UG_TITLE=Transcribed locus, moderately similar to NP_006432.1 5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase) (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.25175.3.S1_at,0.0000463,0.045556183,0.919442055,6.00396726,6.81950671,0.44240061,UP,3,3,gb:BQ599487  DB_XREF=gi:21546213  DB_XREF=MI-P-E6-ahj-g-08-1-UM.s1  CLONE=MI-P-E6-ahj-g-08-1-UM  TID=Ssc.1955.1  CNT=6  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.1955  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.13426.1.A1_at,0.0000472,0.045556183,0.918882244,5.01328285,6.61708254,0.201130829,UP,3,3,"gb:BF703754  DB_XREF=gi:11989162  DB_XREF=MI-P-E4-abq-c-10-1-UM.s1  CLONE=MI-P-E4-abq-c-10-1-UM  TID=Ssc.7357.1  CNT=11  FEA=EST  TIER=Stack  STK=10  UG=Ssc.7357  UG_TITLE=Transcribed locus, highly similar to NP_005236.1 FAT tumor suppressor homolog 1 (Drosophila) (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.1527.2.A1_at,0.0000477,0.045556183,0.918574331,5.51253497,7.28321025,0.170218005,UP,3,3,gb:CO942931  DB_XREF=gi:51309690  DB_XREF=UMC-p2mm4-005-h09  TID=Ssc.10668.1  CNT=9  FEA=EST  TIER=Stack  STK=6  UG=Ssc.10668  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.8352.1.A1_at,0.0000498,0.045556183,0.91730428,5.27431024,7.10177104,0.160821407,UP,3,3,gb:BF702540  DB_XREF=gi:11987948  DB_XREF=MI-P-E3-aak-e-08-1-UM.s1  CLONE=MI-P-E3-aak-e-08-1-UM  TID=Ssc.5001.2  CNT=1  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.5001  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.4055.1.A1_at,0.000052,0.045586676,0.91601184,4.25210159,5.08659861,0.434092767,UP,0,0,gb:CN163796  DB_XREF=gi:46178226  DB_XREF=953358  TID=Ssc.26956.1  CNT=1  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.26956  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.14335.1.A1_at,0.0000648,0.047013527,0.909143859,5.77370282,6.51814614,0.474998649,UP,3,3,gb:BX920537  DB_XREF=gi:41137385  DB_XREF=BX920537  CLONE=scan0007d.a.21  TID=Ssc.26081.1  CNT=11  FEA=EST  TIER=Stack  STK=7  UG=Ssc.26081  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.21280.2.A1_at,0.0000757,0.048583283,0.903990542,5.49356053,6.4759673,0.374408897,UP,3,3,gb:CF365582  DB_XREF=gi:34168300  DB_XREF=836218  TID=Ssc.18722.1  CNT=9  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.18722  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.7715.1.A1_at,0.0000762,0.048583283,0.903766656,7.32701299,8.41506311,0.336872715,UP,0,1,gb:CF790724  DB_XREF=gi:37795285  DB_XREF=875890  TID=Ssc.22321.1  CNT=1  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.22321  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.3940.2.A1_at,0.0000788,0.048763304,0.902618361,6.29221059,7.19889836,0.403859687,UP,0,1,gb:CN032724  DB_XREF=gi:48727260  DB_XREF=UMC-pgvo4-014-b05  TID=Ssc.28002.1  CNT=2  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.28002  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.1781.2.A1_at,0.0000832,0.049268677,0.900732797,4.59482232,5.49833543,0.405143842,UP,3,3,"gb:BQ601321  DB_XREF=gi:21548047  DB_XREF=MI-P-H3-afa-h-10-1-UM.s1  CLONE=MI-P-H3-afa-h-10-1-UM  TID=Ssc.7179.1  CNT=4  FEA=EST  TIER=ConsEnd  STK=3  UG=Ssc.7179  UG_TITLE=Transcribed locus, moderately similar to XP_215353.2 similar to GI:13385412-like protein splice form I (Rattus norvegicus)  REP_ORG=S. scrofa"
Ssc.934.1.S1_at,0.0000903,0.051348983,0.897829474,2.38781802,5.09517548,0.066712865,UP,0,0,gb:BF710855  DB_XREF=gi:12010332  DB_XREF=MI-P-AY1-nra-h-08-0-UI.s1  CLONE=MI-P-AY1-nra-h-08-0-UI  TID=Ssc.9556.1  CNT=1  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.9556  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.25175.2.S1_at,0.000103188,0.055685339,0.892937796,2.71366866,5.96880783,0.038575452,UP,3,3,"gb:CF360618  DB_XREF=gi:34158514  DB_XREF=822018  TID=Ssc.11790.3  CNT=3  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.11790  UG_TITLE=Transcribed locus, highly similar to NP_006215.1 phosphotidylinositol transfer protein (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.1137.1.S1_at,0.000113309,0.059600546,0.889384972,3.65413138,7.00705881,0.034981797,UP,3,3,gb:BQ601121  DB_XREF=gi:21547847  DB_XREF=MI-P-H1-afm-d-08-1-UM.s1  CLONE=MI-P-H1-afm-d-08-1-UM  TID=Ssc.1296.1  CNT=10  FEA=mRNA  TIER=ConsEnd  STK=0  UG=Ssc.1296  UG_TITLE=Domestica  REP_ORG=S. scrofa
Ssc.7153.1.A1_at,0.000121387,0.060809119,0.886704326,5.93183418,6.57841921,0.523831595,UP,1,0,gb:CF180795  DB_XREF=gi:33292571  DB_XREF=815950  TID=Ssc.18055.1  CNT=1  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.18055  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.855.1.S1_at,0.0001495,0.071488196,0.878247403,5.69590205,6.31559712,0.538108498,UP,0,1,gb:BQ602597  DB_XREF=gi:21549323  DB_XREF=MI-P-NA-aeo-a-09-1-UM.s1  CLONE=MI-P-NA-aeo-a-09-1-UM  TID=Ssc.13524.1  CNT=1  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.13524  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.3216.1.A1_at,0.000198605,0.088654688,0.865842336,5.96088515,6.66824983,0.492941546,UP,0,0,"gb:CN162643  DB_XREF=gi:46177073  DB_XREF=952046  TID=Ssc.26417.2  CNT=3  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.26417  UG_TITLE=Transcribed locus, highly similar to NP_057733.2 chromosome 20 open reading frame 6 (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.11135.1.A1_at,0.000202254,0.088654688,0.865011634,7.50316662,8.37818355,0.416854962,UP,0,0,"gb:AB079530.1  DB_XREF=gi:18693220  GEN=TCR-b  TID=Ssc.11075.1  CNT=1  FEA=FLmRNA  TIER=FL  STK=1  UG=Ssc.11075  DEF=Sus scrofa TCR-b mRNA for T cell receptor beta-chain, complete cds, clone:P2.  PROD=T cell receptor beta-chain  FL=gb:AB079530.1  REP_ORG=S. scrofa"
Ssc.26266.1.S1_at,0.000217451,0.090873429,0.861662689,4.13234275,5.86621314,0.176599576,UP,2,1,gb:BX670682  DB_XREF=gi:37981455  DB_XREF=BX670682  CLONE=scac0034i.a.20  TID=Ssc.30795.1  CNT=5  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.30795  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.6703.1.S1_at,0.000227964,0.090971024,0.859442683,5.77689229,6.38131542,0.546389531,UP,0,0,gb:BM423320  DB_XREF=gi:18392808  DB_XREF=EST045  CLONE=pM045  TID=Ssc.13784.1  CNT=1  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.13784  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.16676.1.A1_at,0.000262107,0.096749691,0.852704711,7.08327087,7.47184986,0.678019663,UP,1,1,"gb:CK452448  DB_XREF=gi:40799662  DB_XREF=908079  TID=Ssc.21930.1  CNT=24  FEA=EST  TIER=ConsEnd  STK=3  UG=Ssc.21930  UG_TITLE=Transcribed locus, moderately similar to NP_078986.1 hypothetical protein FLJ23469 (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.26201.1.S1_at,0.000297418,0.105494926,0.846372914,6.33123369,8.4463875,0.120614736,UP,3,3,"gb:BP442170  DB_XREF=gi:40432237  DB_XREF=BP442170  CLONE=LVR010003B05  TID=Ssc.24093.1  CNT=6  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.24093  UG_TITLE=Transcribed locus, highly similar to NP_037125.1 N-arginine dibasic convertase 1 (Rattus norvegicus)  REP_ORG=S. scrofa"
Ssc.1627.1.A1_at,0.000301989,0.105494926,0.845593812,7.34020626,7.86913837,0.589233871,UP,3,3,gb:CK458754  DB_XREF=gi:40830035  DB_XREF=923160  TID=Ssc.4388.1  CNT=10  FEA=EST  TIER=ConsEnd  STK=4  UG=Ssc.4388  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.20943.1.S1_at,0.000331678,0.109555302,0.840731941,7.12262491,7.7105466,0.555480547,UP,3,3,"gb:CO986639  DB_XREF=gi:51345906  DB_XREF=UMC-pd10en3-005-b02  TID=Ssc.2038.1  CNT=9  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.2038  UG_TITLE=Transcribed locus, moderately similar to NP_006813.1 RAB40B, member RAS oncogene family (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.9977.1.A1_at,0.000341464,0.109555302,0.839199151,6.50591568,7.40514355,0.406883706,UP,0,0,"gb:BG383555  DB_XREF=gi:13308027  DB_XREF=301700  TID=Ssc.28164.2  CNT=1  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.28164  UG_TITLE=Transcribed locus, moderately similar to NP_064623.1 inner centromere protein antigens 135155kDa (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.7371.1.A1_at,0.000351894,0.109555302,0.837600471,2.17844649,3.070127,0.409966221,UP,0,0,gb:CF363162  DB_XREF=gi:34163534  DB_XREF=830998  TID=Ssc.18849.1  CNT=1  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.18849  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.16654.1.A2_at,0.000376279,0.1115058,0.833993999,8.38907853,8.77144188,0.682247114,UP,1,0,"gb:CN025636  DB_XREF=gi:48720172  DB_XREF=UMC-p4civp1-012-e01  TID=Ssc.28438.1  CNT=4  FEA=EST  TIER=ConsEnd  STK=4  UG=Ssc.28438  UG_TITLE=Transcribed locus, moderately similar to NP_803178.1 oral-facial-digital syndrome 1 gene homolog (human) (Mus musculus)  REP_ORG=S. scrofa"
Ssc.799.1.S1_at,0.000408149,0.112992851,0.82953107,2.61297306,4.10587855,0.224718788,UP,0,0,gb:BF713253  DB_XREF=gi:12012728  DB_XREF=MI-P-O1-adr-h-01-1-UM.s1  CLONE=MI-P-O1-adr-h-01-1-UM  TID=Ssc.8643.1  CNT=1  FEA=EST  TIER=ConsEnd  STK=1  UG=Ssc.8643  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.25067.1.S1_at,0.000437934,0.118443239,0.825587101,5.66175255,6.65549566,0.370188438,UP,3,3,"gb:CK461236  DB_XREF=gi:40832517  DB_XREF=931588  TID=Ssc.18209.1  CNT=7  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.18209  UG_TITLE=Transcribed locus, highly similar to NP_808779.1 CSRP2 binding protein (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.13431.1.A1_at,0.000439705,0.118443239,0.825358929,5.11158711,6.74465088,0.19533021,UP,3,3,"gb:CK457368  DB_XREF=gi:40828649  DB_XREF=921661  TID=Ssc.2596.1  CNT=98  FEA=EST  TIER=Stack  STK=9  UG=Ssc.2596  UG_TITLE=Transcribed locus, highly similar to NP_003555.1 transgelin 2 (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.12779.1.A1_at,0.000444725,0.118443239,0.824715843,1.12910011,3.22155631,0.123383708,UP,3,3,"gb:CN159046  DB_XREF=gi:46173476  DB_XREF=948069  TID=Ssc.16544.1  CNT=49  FEA=EST  TIER=Stack  STK=20  UG=Ssc.16544  UG_TITLE=Transcribed locus, highly similar to NP_002188.1 aconitase 1, soluble (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.1560.2.S1_at,0.000452234,0.118937566,0.823763887,5.96447728,6.73422595,0.463129452,UP,3,3,"gb:AJ657525  DB_XREF=gi:49341594  DB_XREF=AJ657525  CLONE=C0005195_G03  TID=Ssc.5832.1  CNT=19  FEA=EST  TIER=Stack  STK=9  UG=Ssc.5832  UG_TITLE=Transcribed locus, highly similar to NP_004964.2 Jumonji, AT rich interactive domain 2 (Homo sapiens)  REP_ORG=S. scrofa"
Ssc.27062.1.A1_at,0.000474157,0.122590837,0.82105019,4.927693,6.30741563,0.251648343,UP,3,3,gb:BI403391  DB_XREF=gi:15182452  DB_XREF=MI-P-CP1-nwo-a-10-0-UI.s1  CLONE=MI-P-CP1-nwo-a-10-0-UI  TID=Ssc.6618.1  CNT=3  FEA=EST  TIER=ConsEnd  STK=0  UG=Ssc.6618  UG_TITLE=Transcribed locus  REP_ORG=S. scrofa
Ssc.18884.1.A1_at,0.000489344,0.122590837,0.819224587,1.04915545,3.11124836,0.127187499,UP,3,3,"gb:CK461748  DB_XREF=gi:40833029  DB_XREF=932496  TID=Ssc.24652.1  CNT=5  FEA=EST  TIER=ConsEnd  STK=2  UG=Ssc.24652  UG_TITLE=Transcribed locus, highly similar to NP_058894.1 p21 (CDKN1A)-activated kinase 1 (Rattus norvegicus)  REP_ORG=S. scrofa"
